[23:58:25.454][INFO] Build Start Time: 2021-10-18 23:58:25.454
[23:58:25.454][INFO] Execute build event handler 'OnPreprocessAllPlatforms'...
[23:58:25.455][INFO] Start prepare resource collection...
[23:58:27.905][INFO] Prepare resource collection complete.
[23:58:27.905][INFO] Start analyze assets dependency...
[23:58:30.282][INFO] Analyze assets dependency complete.
[23:58:30.282][INFO] Start prepare build data...
[23:58:36.297][INFO] Prepare resource build data complete.
[23:58:36.297][INFO] Start build resources for selected platforms...
[23:58:36.297][INFO] Start build resources for 'Windows'...
[23:58:36.297][INFO] Working path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Working/Windows/'.
[23:58:36.297][INFO] Output package is not selected.
[23:58:36.298][INFO] Output full is selected, path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Full/0_1_6/Windows/'.
[23:58:36.298][INFO] Output packed is not selected.
[23:58:36.343][INFO] Execute build event handler 'OnPreprocessPlatform' for 'Windows'...
[23:58:36.343][INFO] Unity start build asset bundles for 'Windows'...
[23:58:36.559][INFO] Execute build event handler 'OnBuildAssetBundlesComplete' for 'Windows'...
[23:58:36.559][INFO] Unity build asset bundles for 'Windows' complete.
[23:58:36.559][INFO] Start create file system for 'Windows'...
[23:58:36.559][INFO] Create file system for 'Windows' complete.
[23:58:36.559][INFO] Start process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows'...
[23:58:36.563][INFO] Process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows' complete.
[23:58:36.563][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows'...
[23:58:36.573][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows' complete.
[23:58:36.573][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows'...
[23:58:36.747][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows' complete.
[23:58:36.747][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows'...
[23:58:37.256][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows' complete.
[23:58:37.257][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows'...
[23:58:37.268][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows' complete.
[23:58:37.268][INFO] Start process asset bundle 'Asset/GF' for 'Windows'...
[23:58:37.276][INFO] Process asset bundle 'Asset/GF' for 'Windows' complete.
[23:58:37.276][INFO] Start process asset bundle 'Asset/GameConfigs' for 'Windows'...
[23:58:37.277][INFO] Process asset bundle 'Asset/GameConfigs' for 'Windows' complete.
[23:58:37.277][INFO] Start process asset bundle 'Asset/Lua' for 'Windows'...
[23:58:37.323][INFO] Process asset bundle 'Asset/Lua' for 'Windows' complete.
[23:58:37.323][INFO] Start process asset bundle 'Asset/TTF' for 'Windows'...
[23:58:38.946][INFO] Process asset bundle 'Asset/TTF' for 'Windows' complete.
[23:58:38.946][INFO] Start process asset bundle 'Asset/UI/UIArt/Atlas/Common/item1' for 'Windows'...
[23:58:39.298][INFO] Process asset bundle 'Asset/UI/UIArt/Atlas/Common/item1' for 'Windows' complete.
[23:58:39.298][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Common/001' for 'Windows'...
[23:58:39.535][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Common/001' for 'Windows' complete.
[23:58:39.535][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Common/002' for 'Windows'...
[23:58:39.574][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Common/002' for 'Windows' complete.
[23:58:39.574][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Common/003' for 'Windows'...
[23:58:39.766][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Common/003' for 'Windows' complete.
[23:58:39.766][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Common/bg_ltx_03' for 'Windows'...
[23:58:39.769][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Common/bg_ltx_03' for 'Windows' complete.
[23:58:39.769][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Common/tips' for 'Windows'...
[23:58:39.776][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Common/tips' for 'Windows' complete.
[23:58:39.776][INFO] Start process asset bundle 'Asset/UI/UIArt/Sprite/Joystick/JoyStick' for 'Windows'...
[23:58:39.782][INFO] Process asset bundle 'Asset/UI/UIArt/Sprite/Joystick/JoyStick' for 'Windows' complete.
[23:58:39.782][INFO] Start process asset bundle 'Asset/UI/UIPrefab/InitForm/InitForm' for 'Windows'...
[23:58:39.784][INFO] Process asset bundle 'Asset/UI/UIPrefab/InitForm/InitForm' for 'Windows' complete.
[23:58:39.784][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UICommon/UILoadingPanel' for 'Windows'...
[23:58:39.864][INFO] Process asset bundle 'Asset/UI/UIPrefab/UICommon/UILoadingPanel' for 'Windows' complete.
[23:58:39.865][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UILogin/UILoginPanel' for 'Windows'...
[23:58:39.868][INFO] Process asset bundle 'Asset/UI/UIPrefab/UILogin/UILoginPanel' for 'Windows' complete.
[23:58:39.868][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UIMainHall/UIMainHallPanel' for 'Windows'...
[23:58:39.871][INFO] Process asset bundle 'Asset/UI/UIPrefab/UIMainHall/UIMainHallPanel' for 'Windows' complete.
[23:58:39.871][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/Button' for 'Windows'...
[23:58:39.874][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/Button' for 'Windows' complete.
[23:58:39.874][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/ButtonNoText' for 'Windows'...
[23:58:39.876][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/ButtonNoText' for 'Windows' complete.
[23:58:39.876][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/Image' for 'Windows'...
[23:58:39.878][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/Image' for 'Windows' complete.
[23:58:39.878][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/Joystick/Joystick' for 'Windows'...
[23:58:39.880][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/Joystick/Joystick' for 'Windows' complete.
[23:58:39.880][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/Progress' for 'Windows'...
[23:58:39.882][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/Progress' for 'Windows' complete.
[23:58:39.882][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/Text' for 'Windows'...
[23:58:39.883][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/Text' for 'Windows' complete.
[23:58:39.883][INFO] Start process asset bundle 'Asset/UI/UIPrefab/UITemplate/UIPanel' for 'Windows'...
[23:58:39.885][INFO] Process asset bundle 'Asset/UI/UIPrefab/UITemplate/UIPanel' for 'Windows' complete.
[23:58:39.885][INFO] Start process asset bundle 'Fantasy-Environment/Controllers' for 'Windows'...
[23:58:39.887][INFO] Process asset bundle 'Fantasy-Environment/Controllers' for 'Windows' complete.
[23:58:39.887][INFO] Start process asset bundle 'Fantasy-Environment/FBX' for 'Windows'...
[23:58:42.847][INFO] Process asset bundle 'Fantasy-Environment/FBX' for 'Windows' complete.
[23:58:42.847][INFO] Start process asset bundle 'Fantasy-Environment/Materials' for 'Windows'...
[23:58:42.865][INFO] Process asset bundle 'Fantasy-Environment/Materials' for 'Windows' complete.
[23:58:42.865][INFO] Start process asset bundle 'Fantasy-Environment/Particles' for 'Windows'...
[23:58:42.901][INFO] Process asset bundle 'Fantasy-Environment/Particles' for 'Windows' complete.
[23:58:42.901][INFO] Start process asset bundle 'Fantasy-Environment/Prefabs/Buildings' for 'Windows'...
[23:58:42.908][INFO] Process asset bundle 'Fantasy-Environment/Prefabs/Buildings' for 'Windows' complete.
[23:58:42.908][INFO] Start process asset bundle 'Fantasy-Environment/Prefabs/Props' for 'Windows'...
[23:58:42.912][INFO] Process asset bundle 'Fantasy-Environment/Prefabs/Props' for 'Windows' complete.
[23:58:42.912][INFO] Start process asset bundle 'Fantasy-Environment/Prefabs/Rocks' for 'Windows'...
[23:58:42.914][INFO] Process asset bundle 'Fantasy-Environment/Prefabs/Rocks' for 'Windows' complete.
[23:58:42.914][INFO] Start process asset bundle 'Fantasy-Environment/Prefabs/Vegetation' for 'Windows'...
[23:58:42.924][INFO] Process asset bundle 'Fantasy-Environment/Prefabs/Vegetation' for 'Windows' complete.
[23:58:42.924][INFO] Start process asset bundle 'Fantasy-Environment/Scenes/Scene-Forest' for 'Windows'...
[23:58:43.055][INFO] Process asset bundle 'Fantasy-Environment/Scenes/Scene-Forest' for 'Windows' complete.
[23:58:43.056][INFO] Start process asset bundle 'Fantasy-Environment/Scenes/Scene-Forest-Terrain' for 'Windows'...
[23:58:43.162][INFO] Process asset bundle 'Fantasy-Environment/Scenes/Scene-Forest-Terrain' for 'Windows' complete.
[23:58:43.162][INFO] Start process asset bundle 'Fantasy-Environment/Scenes/Scene-Mushroomland' for 'Windows'...
