[22:39:18.047][INFO] Build Start Time: 2021-10-18 22:39:18.047
[22:39:18.047][INFO] Execute build event handler 'OnPreprocessAllPlatforms'...
[22:39:18.048][INFO] Start prepare resource collection...
[22:39:20.394][INFO] Prepare resource collection complete.
[22:39:20.394][INFO] Start analyze assets dependency...
[22:39:23.038][INFO] Analyze assets dependency complete.
[22:39:23.038][INFO] Start prepare build data...
[22:39:28.472][INFO] Prepare resource build data complete.
[22:39:28.472][INFO] Start build resources for selected platforms...
[22:39:28.485][INFO] Start build resources for 'Windows'...
[22:39:28.485][INFO] Working path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Working/Windows/'.
[22:39:28.485][INFO] Output package is not selected.
[22:39:28.485][INFO] Output full is selected, path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Full/0_1_1/Windows/'.
[22:39:28.486][INFO] Output packed is not selected.
[22:39:28.487][INFO] Execute build event handler 'OnPreprocessPlatform' for 'Windows'...
[22:39:28.487][INFO] Unity start build asset bundles for 'Windows'...
[22:40:29.116][INFO] Execute build event handler 'OnBuildAssetBundlesComplete' for 'Windows'...
[22:40:29.116][INFO] Unity build asset bundles for 'Windows' complete.
[22:40:29.116][INFO] Start create file system for 'Windows'...
[22:40:29.116][INFO] Create file system for 'Windows' complete.
[22:40:29.117][INFO] Start process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows'...
[22:40:29.128][INFO] Process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows' complete.
[22:40:29.128][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows'...
[22:40:29.137][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows' complete.
[22:40:29.137][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows'...
[22:40:29.287][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows' complete.
[22:40:29.288][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows'...
[22:40:29.784][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows' complete.
[22:40:29.784][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows'...
[22:40:29.786][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows' complete.
[22:40:29.786][INFO] Start process asset bundle 'Asset/GF' for 'Windows'...
[22:40:29.793][INFO] Process asset bundle 'Asset/GF' for 'Windows' complete.
[22:40:29.793][INFO] Start process asset bundle 'Asset/GameConfigs' for 'Windows'...
[22:40:29.795][INFO] Process asset bundle 'Asset/GameConfigs' for 'Windows' complete.
[22:40:29.795][INFO] Start process asset bundle 'Asset/Lua' for 'Windows'...
[22:40:29.852][INFO] Process asset bundle 'Asset/Lua' for 'Windows' complete.
[22:40:29.852][INFO] Start process asset bundle 'Asset/TTF' for 'Windows'...
[22:40:31.400][INFO] Process asset bundle 'Asset/TTF' for 'Windows' complete.
[22:40:31.400][INFO] Start process asset bundle 'Asset/UI/UIArt/Atlas/Common/item1' for 'Windows'...
