[23:20:16.266][INFO] Build Start Time: 2021-10-18 23:20:16.262
[23:20:16.266][INFO] Execute build event handler 'OnPreprocessAllPlatforms'...
[23:20:16.268][INFO] Start prepare resource collection...
[23:20:18.675][INFO] Prepare resource collection complete.
[23:20:18.675][INFO] Start analyze assets dependency...
[23:20:21.062][INFO] Analyze assets dependency complete.
[23:20:21.062][INFO] Start prepare build data...
[23:20:26.803][INFO] Prepare resource build data complete.
[23:20:26.803][INFO] Start build resources for selected platforms...
[23:20:26.805][INFO] Start build resources for 'Windows'...
[23:20:26.805][INFO] Working path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Working/Windows/'.
[23:20:26.805][INFO] Output package is not selected.
[23:20:26.806][INFO] Output full is selected, path is 'D:/Working/DeerGameFramework/trunk/xGame/GameFramework200730/ResourcesFile/Full/0_1_3/Windows/'.
[23:20:26.806][INFO] Output packed is not selected.
[23:20:26.854][INFO] Execute build event handler 'OnPreprocessPlatform' for 'Windows'...
[23:20:26.854][INFO] Unity start build asset bundles for 'Windows'...
[23:20:27.123][INFO] Execute build event handler 'OnBuildAssetBundlesComplete' for 'Windows'...
[23:20:27.123][INFO] Unity build asset bundles for 'Windows' complete.
[23:20:27.123][INFO] Start create file system for 'Windows'...
[23:20:27.123][INFO] Create file system for 'Windows' complete.
[23:20:27.123][INFO] Start process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows'...
[23:20:27.135][INFO] Process asset bundle 'Asset/EntityPrefabs/Character/Blade_girl' for 'Windows' complete.
[23:20:27.135][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows'...
[23:20:27.145][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Materials' for 'Windows' complete.
[23:20:27.145][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows'...
[23:20:27.299][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/Textures' for 'Windows' complete.
[23:20:27.299][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows'...
[23:20:27.796][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/model' for 'Windows' complete.
[23:20:27.796][INFO] Start process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows'...
[23:20:27.799][INFO] Process asset bundle 'Asset/EntityResources/Character/Blade_girl/prefab' for 'Windows' complete.
[23:20:27.799][INFO] Start process asset bundle 'Asset/GF' for 'Windows'...
[23:20:27.806][INFO] Process asset bundle 'Asset/GF' for 'Windows' complete.
[23:20:27.806][INFO] Start process asset bundle 'Asset/GameConfigs' for 'Windows'...
